Comments,HateSpeech
প্রিয় মানুষের শন্যতা পৃথিবীর কোনকিছু দিয়ে পুণ্য করা যায় না!,0
এই সালা কনো সাংবাদিক নাকি আতংকো,1
ইন্ডিয়ার মিডিয়া নিজের চরকায় তেল না দিয়ে বাংলাদেশ নিয়ে গুজব ছড়াতে ব্যস্ত,1
মাদারি পুরের চুর।মাদার সুদ পরিবার,1
একদিন দেখি ওড়না নাই অন্য দিন দিকি হিজাব আহা ,0
খানকি তোর একটুও লজ্জা নাই,1
ওনাকে জিজ্ঞাসা কড়া হইছে দেখেই বলছে নিজ থেকে তো বলে নাই।,0
মেধাবিরা লুটিয়ে নিলো সাধারণ রা চেয়ে গেল,0
হু হু সিলিম লাগতাচে,0
পছন্দ ভালোবাসা যেমন তেমন টার্গেট শুধু মুতার জায়গায় গুতার তাল ,1
কেউ কি পারছ না ধরে ঠাস করে ভরে দিতে,1
"জেদি আর রাগী মানুষ নিজেও শান্তি পায়না, কাউকে শান্তিতে রাখতেও পারেনা। এরা অভিসপ্ত।",0
ওনি হলো একটা চরম বেয়াদব।,1
সবই টাকার লিলাখেলা,0
ঠিক এই মেয়েটাকে নস্ট করে দিছে বিয়া দপ রা,1
গান্জা খোর গান্জা খেয়ে কুল ফায় না আবার আইছে শিক্ষার্থী দাবি করতে ছি ছি ছি,1
নষ্ট ফ্যামেলী নষ্ট ছেলে মেয়ে। এরা এগুলো করে ভিউ কামানোর জন্য। এটা টাকা ইনকামের পথ।,1
নাদান পোলাপান কয় কী,0
আর সবার মাঝে মরিচ ঢালেন নাইলে ওর জ্বালা,0
"আমি হঠাৎ টিভি খুলে প্রথমে এদের ব্যাটিং দেখে মনে হইছে, টার্গেট ১১৬ আর এটা বোলিং পিচ",0
নোবেল টা এখনি নেবেন না বড়ি দিয়ে আসবো ,0
লুচ্চা + লুচ্চনি,1
আল্লাহর গজব পড়ুক যে বা যারা এই কাজ করেছে আমিন,0
বাংগালী পাদ দিলেও সেটা ইতিহাস ,1
দুচির ভাই বাঙ্গুদের আবেগে হাত দিছে।,0
"পবিত্র পাপী, খনিকের পোলা",1
আপু আমার ধোন দাঁড়াই গেছে তুমি কি আমারে একটু খাওয়াইবা,1
যারা বস্তির ছেলে জন্ম ঠিক নাই তারা এসব নাটক করার জন্য মদ দেয়,1
বিউটিফুল ভিডিও অনেক সুন্দর,0
একদিন আসো খেলি দেখি তোমার কতো জোর আছে ঠেলা সামলাতে পারবা তো ,0
আমার অনেক হাসি পাচ্ছে আমি এখানে আসলে কি আমার পাপ হবে  ,0
